,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Bank deposit(target)
4518,57,unemployed,divorced,secondary,no,79.0,yes,no,unknown,1,mar,1,1,592,2,failure,no
4519,57,management,married,tertiary,no,10583.0,no,no,cellular,25,mar,4,1,178,6,success,yes
4520,57,housemaid,married,primary,no,780.0,no,no,cellular,26,mar,1,2,-1,0,unknown,no
4521,57,management,divorced,tertiary,no,3287.0,no,no,cellular,30,mar,4,2,337,1,success,yes
4522,57,retired,married,unknown,no,230.0,no,no,cellular,6,apr,2,2,210,3,failure,yes
4523,57,retired,married,secondary,no,3738.0,yes,no,cellular,19,apr,3,1,367,7,success,no
4524,57,management,married,tertiary,no,2845.0,yes,no,telephone,19,apr,19,5,-1,0,unknown,yes
4525,57,retired,married,primary,no,9367.0,no,no,cellular,14,may,11,4,92,7,success,yes
4526,57,management,divorced,unknown,no,2986.0,no,no,unknown,1,jun,26,1,166,3,success,no
4527,57,management,divorced,tertiary,no,3287.0,no,no,cellular,22,jun,14,1,84,3,success,yes
4528,57,unemployed,married,secondary,no,1350.0,no,no,cellular,25,jun,2,1,388,1,failure,no
4529,57,technician,married,secondary,no,363.0,no,no,cellular,25,jun,3,6,-1,0,unknown,no
4530,57,unknown,married,primary,no,1884.0,no,no,telephone,28,jun,2,4,-1,0,unknown,no
4531,57,retired,married,secondary,no,1044.0,no,no,telephone,12,jul,9,1,182,3,success,yes
4532,57,blue-collar,married,primary,no,3498.0,no,no,cellular,15,jul,3,2,456,2,success,no
4533,57,retired,married,secondary,no,3738.0,yes,no,cellular,20,jul,2,2,92,8,failure,yes
4534,57,technician,married,tertiary,no,1181.0,no,no,cellular,29,jul,2,2,182,2,success,yes
4535,57,unemployed,divorced,secondary,no,1088.0,no,no,cellular,29,jul,28,1,-1,0,unknown,no
4536,57,technician,divorced,secondary,no,470.0,no,no,cellular,5,aug,8,3,-1,0,unknown,yes
4537,57,admin.,married,unknown,no,2038.0,no,no,cellular,9,aug,10,1,182,2,failure,yes
4538,57,retired,married,tertiary,no,1269.0,no,no,cellular,31,aug,18,1,-1,0,unknown,yes
4539,57,retired,married,primary,no,1947.0,no,no,cellular,3,sep,2,1,185,7,success,no
4540,57,admin.,married,secondary,no,16873.0,no,no,cellular,14,oct,3,3,372,1,failure,no
4541,57,unemployed,divorced,primary,no,282.0,no,no,cellular,22,oct,7,1,88,4,other,no
4542,57,blue-collar,married,secondary,no,668.0,no,no,telephone,17,nov,8,4,-1,0,unknown,no
4543,56,technician,married,secondary,no,4073.0,no,no,cellular,27,aug,3,5,-1,0,unknown,no
4544,56,self-employed,married,secondary,no,784.0,no,yes,cellular,30,jul,2,2,-1,0,unknown,no
4545,56,admin.,married,secondary,no,16873.0,no,no,cellular,7,oct,3,1,-1,0,unknown,no
4546,56,retired,married,secondary,no,344.0,yes,no,unknown,15,may,3,1,-1,0,unknown,no
4547,56,unemployed,married,primary,no,3391.0,no,no,cellular,21,apr,4,1,-1,0,unknown,yes
4548,56,services,divorced,unknown,no,1877.0,yes,no,unknown,30,may,1,1,-1,0,unknown,no
4549,56,retired,married,primary,no,1906.0,no,yes,unknown,19,jun,0,9,-1,0,unknown,no
4550,56,retired,married,secondary,no,-1206.0,yes,no,cellular,15,jun,6,2,-1,0,unknown,yes
4551,56,retired,married,secondary,no,1333.0,no,no,cellular,28,aug,0,14,-1,0,unknown,no
4552,56,services,divorced,secondary,no,1007.0,no,no,cellular,29,jul,1,6,-1,0,unknown,no
4553,56,blue-collar,married,secondary,no,345.0,yes,no,telephone,22,jul,10,1,-1,0,unknown,no
4554,56,management,married,unknown,no,353.0,no,yes,cellular,25,jul,2,2,-1,0,unknown,no
4555,56,technician,married,secondary,no,205.0,no,yes,cellular,23,jul,7,2,-1,0,unknown,no
4556,56,retired,married,tertiary,no,478.0,no,no,cellular,5,feb,1,1,-1,0,unknown,no
4557,56,management,married,tertiary,no,217.0,no,yes,cellular,21,jul,2,2,-1,0,unknown,no
4558,56,management,single,secondary,no,237.0,yes,no,telephone,9,jul,3,4,-1,0,unknown,no
4559,56,unknown,married,unknown,no,0.0,no,no,unknown,20,jun,7,2,-1,0,unknown,no
4560,56,technician,married,tertiary,no,272.0,no,no,cellular,26,aug,1,2,-1,0,unknown,no
4561,56,technician,married,secondary,no,4063.0,no,yes,telephone,28,jul,0,4,-1,0,unknown,no
4562,56,management,single,tertiary,no,15311.0,no,no,cellular,29,apr,2,6,-1,0,unknown,no
4563,56,technician,married,secondary,no,150.0,yes,yes,cellular,11,may,1,6,349,1,failure,no
4564,56,blue-collar,divorced,primary,no,3021.0,no,no,unknown,9,jun,6,2,-1,0,unknown,no
4565,56,management,divorced,tertiary,no,1016.0,yes,no,unknown,9,jun,3,5,-1,0,unknown,no
4566,56,retired,married,secondary,no,1044.0,no,no,telephone,3,jul,5,2,-1,0,unknown,yes
4567,56,blue-collar,married,primary,no,379.0,no,no,cellular,13,aug,0,5,-1,0,unknown,no
4568,56,housemaid,divorced,primary,yes,1238.0,no,no,unknown,5,jun,25,1,-1,0,unknown,yes
4569,56,retired,married,secondary,no,-113.0,yes,yes,cellular,12,aug,10,2,-1,0,unknown,no
4570,56,admin.,married,secondary,no,0.0,yes,no,telephone,19,nov,2,2,-1,0,unknown,no
4571,56,blue-collar,married,secondary,no,2190.0,no,yes,cellular,30,jan,1,2,232,1,failure,no
4572,56,management,married,secondary,no,238.0,yes,no,cellular,19,nov,13,1,-1,0,unknown,no
4573,56,management,married,tertiary,no,3172.0,yes,no,cellular,5,feb,2,1,-1,0,unknown,no
4574,56,services,married,secondary,no,83.0,no,no,cellular,27,aug,0,11,-1,0,unknown,no
4575,56,management,married,tertiary,no,15520.0,no,no,cellular,18,nov,7,1,-1,0,unknown,no
4576,56,admin.,divorced,secondary,yes,-435.0,yes,yes,unknown,9,may,3,2,-1,0,unknown,no
4577,56,admin.,married,unknown,no,2038.0,no,no,cellular,8,feb,6,1,305,1,success,no
4578,56,blue-collar,married,primary,no,551.0,no,no,unknown,29,may,0,1,-1,0,unknown,no
4579,56,admin.,divorced,secondary,no,985.0,no,yes,cellular,18,aug,2,2,-1,0,unknown,no
4580,56,management,married,tertiary,no,318.0,no,yes,telephone,9,jul,4,3,-1,0,unknown,no
4581,56,management,divorced,tertiary,no,2959.0,yes,no,telephone,18,may,5,1,-1,0,unknown,no
4582,56,management,divorced,tertiary,no,442.0,no,no,unknown,28,may,1,3,-1,0,unknown,no
4583,56,management,divorced,tertiary,no,659.0,no,yes,cellular,2,jun,0,1,-1,0,unknown,no
4584,56,management,married,primary,no,772.0,yes,no,telephone,20,nov,4,1,-1,0,unknown,no
4585,56,management,divorced,tertiary,no,-59.0,no,yes,cellular,28,jul,2,6,-1,0,unknown,no
4586,56,entrepreneur,divorced,primary,no,29.0,no,no,cellular,29,jan,0,2,227,1,failure,no
4587,56,admin.,divorced,primary,no,0.0,no,yes,cellular,10,jul,9,1,-1,0,unknown,no
4588,56,unemployed,divorced,primary,no,1770.0,no,no,cellular,5,feb,15,3,-1,0,unknown,no
4589,56,retired,divorced,secondary,no,212.0,no,yes,telephone,17,jul,0,1,-1,0,unknown,no
4590,56,admin.,married,secondary,no,2146.0,no,yes,unknown,9,jun,9,1,-1,0,unknown,no
4591,56,entrepreneur,married,unknown,no,575.0,no,no,unknown,20,jun,0,2,-1,0,unknown,no
4592,56,admin.,married,secondary,no,1270.0,yes,no,cellular,17,nov,1,2,165,2,other,no
4593,56,unemployed,divorced,primary,no,109.0,no,no,cellular,15,jul,15,4,-1,0,unknown,no
4594,56,retired,divorced,primary,no,694.0,no,no,cellular,29,jan,2,1,102,1,other,yes
4595,56,services,married,secondary,no,705.0,yes,no,unknown,29,may,2,2,-1,0,unknown,no
4596,56,admin.,married,secondary,no,45.0,no,no,unknown,5,may,24,1,-1,0,unknown,yes
4597,56,technician,married,secondary,no,359.0,yes,no,unknown,6,jun,3,4,-1,0,unknown,no
4598,56,blue-collar,married,primary,no,828.0,yes,no,cellular,14,may,3,1,349,1,failure,no
4599,56,housemaid,married,primary,no,306.0,no,yes,cellular,8,jul,3,1,-1,0,unknown,no
4600,56,retired,married,secondary,no,3948.0,no,no,cellular,3,apr,8,1,135,3,failure,no
4601,56,management,married,tertiary,no,334.0,yes,no,unknown,15,may,2,2,-1,0,unknown,no
4602,56,housemaid,married,tertiary,no,1922.0,yes,no,cellular,24,jul,4,2,-1,0,unknown,no
4603,56,management,married,tertiary,no,856.0,yes,yes,cellular,4,feb,1,4,7,7,other,no
4604,56,management,married,tertiary,no,21664.0,no,no,unknown,17,jun,3,8,-1,0,unknown,no
4605,56,admin.,divorced,unknown,no,789.0,yes,no,cellular,8,may,17,1,360,2,failure,no
4606,56,blue-collar,married,primary,no,151.0,no,no,cellular,3,feb,2,1,-1,0,unknown,no
4607,56,services,married,secondary,no,-229.0,no,yes,cellular,23,jul,0,10,-1,0,unknown,no
4608,56,admin.,divorced,secondary,no,3337.0,yes,no,telephone,17,nov,1,3,-1,0,unknown,no
4609,56,services,married,secondary,no,22196.0,yes,no,cellular,21,nov,3,1,-1,0,unknown,no
4610,56,blue-collar,married,primary,no,420.0,yes,no,unknown,9,may,1,1,-1,0,unknown,no
4611,56,retired,married,primary,no,-1.0,no,no,cellular,27,aug,1,23,-1,0,unknown,no
4612,56,technician,single,tertiary,no,917.0,no,no,unknown,9,jun,5,1,-1,0,unknown,no
4613,56,unemployed,divorced,primary,no,802.0,no,no,telephone,3,feb,4,2,-1,0,unknown,no
4614,56,self-employed,married,secondary,no,800.0,no,yes,cellular,9,jul,2,1,-1,0,unknown,no
4615,56,technician,divorced,tertiary,no,401.0,yes,no,telephone,20,nov,0,1,-1,0,unknown,no
4616,56,admin.,married,secondary,no,1504.0,yes,no,unknown,29,may,1,2,-1,0,unknown,no
4617,56,management,married,tertiary,no,779.0,yes,no,unknown,5,may,2,1,-1,0,unknown,no
4619,56,self-employed,married,primary,no,-34.0,yes,yes,unknown,5,may,3,2,-1,0,unknown,no
4620,56,technician,divorced,unknown,no,56.0,yes,no,unknown,5,may,7,1,-1,0,unknown,no
4621,56,blue-collar,divorced,primary,no,8.0,yes,no,unknown,5,may,2,2,-1,0,unknown,no
4622,56,entrepreneur,divorced,secondary,no,155.0,no,no,unknown,5,may,1,3,-1,0,unknown,no
4623,56,technician,divorced,primary,no,13.0,yes,no,unknown,5,may,5,2,-1,0,unknown,no
4624,56,admin.,married,secondary,no,353.0,yes,no,unknown,5,may,1,2,-1,0,unknown,no
4625,56,management,married,tertiary,no,830.0,yes,yes,unknown,6,may,20,1,-1,0,unknown,yes
4626,56,services,married,secondary,no,473.0,yes,no,unknown,6,may,6,1,-1,0,unknown,no
4627,56,admin.,divorced,secondary,no,778.0,yes,no,unknown,6,may,2,2,-1,0,unknown,no
4628,56,blue-collar,married,secondary,no,1602.0,yes,no,unknown,6,may,7,1,-1,0,unknown,no
4629,56,technician,divorced,secondary,no,99.0,yes,no,unknown,6,may,2,2,-1,0,unknown,no
4630,56,blue-collar,married,primary,no,5.0,yes,yes,unknown,6,may,6,2,-1,0,unknown,no
4631,56,admin.,divorced,unknown,no,4246.0,yes,no,unknown,6,may,5,2,-1,0,unknown,no
4632,56,retired,divorced,primary,no,4.0,yes,no,unknown,6,may,0,3,-1,0,unknown,no
4633,56,self-employed,married,unknown,no,7.0,no,no,unknown,6,may,5,2,-1,0,unknown,no
4634,56,retired,married,secondary,no,0.0,yes,no,unknown,7,may,5,4,-1,0,unknown,no
4635,56,retired,single,primary,no,223.0,yes,no,unknown,7,may,1,1,-1,0,unknown,no
4636,56,blue-collar,married,secondary,no,-203.0,yes,no,unknown,7,may,2,1,-1,0,unknown,no
4637,56,blue-collar,married,primary,no,862.0,yes,yes,unknown,7,may,3,2,-1,0,unknown,no
4638,56,management,married,primary,no,-24.0,yes,no,unknown,7,may,5,3,-1,0,unknown,no
4639,56,services,married,primary,no,219.0,yes,no,unknown,7,may,2,4,-1,0,unknown,no
4640,56,management,married,primary,no,93.0,yes,no,unknown,7,may,4,2,-1,0,unknown,no
4641,56,management,divorced,tertiary,no,177.0,yes,no,unknown,8,may,17,1,-1,0,unknown,no
4642,56,technician,divorced,secondary,no,397.0,yes,no,unknown,8,may,3,7,-1,0,unknown,no
4643,56,technician,single,primary,no,230.0,yes,no,unknown,9,may,2,4,-1,0,unknown,no
4644,56,admin.,married,primary,no,202.0,yes,no,unknown,9,may,2,2,-1,0,unknown,no
4646,56,management,married,secondary,no,230.0,no,no,unknown,9,may,1,4,-1,0,unknown,no
4648,56,services,divorced,tertiary,no,2272.0,yes,no,unknown,9,may,4,5,-1,0,unknown,no
4649,56,management,single,tertiary,no,4542.0,no,no,unknown,12,may,2,2,-1,0,unknown,no
4650,56,blue-collar,married,secondary,no,172.0,yes,no,unknown,12,may,4,5,-1,0,unknown,no
4651,56,blue-collar,divorced,secondary,no,75.0,yes,no,unknown,12,may,2,2,-1,0,unknown,no
4652,56,admin.,divorced,primary,no,179.0,yes,no,unknown,12,may,5,2,-1,0,unknown,no
4653,56,blue-collar,married,primary,no,1399.0,yes,no,unknown,12,may,1,4,-1,0,unknown,no
4654,56,retired,married,primary,no,13.0,yes,no,unknown,12,may,2,2,-1,0,unknown,no
4655,56,admin.,married,secondary,no,2087.0,yes,no,unknown,12,may,2,1,-1,0,unknown,no
4656,56,admin.,married,secondary,no,11.0,no,no,unknown,13,may,0,3,-1,0,unknown,no
4657,56,retired,married,secondary,no,296.0,yes,no,unknown,13,may,2,1,-1,0,unknown,no
4658,56,self-employed,married,secondary,no,123.0,no,no,unknown,13,may,1,1,-1,0,unknown,no
4659,56,entrepreneur,married,unknown,no,88.0,yes,no,unknown,13,may,2,2,-1,0,unknown,no
4660,56,self-employed,married,tertiary,no,871.0,yes,no,unknown,14,may,6,1,-1,0,unknown,no
4661,56,blue-collar,married,secondary,no,1412.0,yes,no,unknown,14,may,2,1,-1,0,unknown,no
4662,56,blue-collar,married,secondary,no,881.0,yes,no,unknown,14,may,3,2,-1,0,unknown,no
4663,56,blue-collar,divorced,secondary,no,166.0,yes,no,unknown,14,may,5,2,-1,0,unknown,no
4664,56,services,married,secondary,no,1121.0,yes,no,unknown,15,may,2,2,-1,0,unknown,no
4665,56,retired,married,secondary,no,1894.0,yes,no,unknown,15,may,3,1,-1,0,unknown,no
4666,56,blue-collar,divorced,primary,no,5041.0,yes,no,unknown,15,may,2,1,-1,0,unknown,no
4667,56,retired,married,secondary,no,1678.0,yes,no,unknown,15,may,1,1,-1,0,unknown,no
4670,56,technician,married,secondary,no,28.0,yes,no,unknown,15,may,3,1,-1,0,unknown,no
4671,56,unemployed,married,secondary,no,2552.0,yes,no,unknown,15,may,2,2,-1,0,unknown,no
4672,56,blue-collar,single,primary,no,739.0,yes,no,unknown,15,may,1,1,-1,0,unknown,no
4673,56,housemaid,divorced,secondary,no,0.0,no,no,unknown,15,may,1,1,-1,0,unknown,no
4674,56,services,married,secondary,no,2658.0,yes,no,unknown,15,may,5,1,-1,0,unknown,no
4675,56,admin.,married,secondary,no,2256.0,yes,no,unknown,15,may,2,2,-1,0,unknown,no
4676,56,blue-collar,married,primary,no,690.0,yes,no,unknown,15,may,5,2,-1,0,unknown,no
4677,56,blue-collar,married,secondary,no,-382.0,yes,no,unknown,15,may,4,4,-1,0,unknown,no
4678,56,entrepreneur,married,tertiary,no,-124.0,yes,no,unknown,15,may,6,5,-1,0,unknown,no
4679,56,management,divorced,tertiary,no,975.0,yes,no,unknown,16,may,2,4,-1,0,unknown,no
4680,56,retired,married,secondary,no,3690.0,yes,yes,unknown,16,may,2,2,-1,0,unknown,no
4681,56,housemaid,married,primary,no,82.0,no,no,unknown,16,may,3,1,-1,0,unknown,no
4682,56,retired,married,unknown,no,4391.0,yes,no,unknown,16,may,4,1,-1,0,unknown,no
4683,56,retired,divorced,secondary,no,4166.0,yes,no,unknown,16,may,6,1,-1,0,unknown,no
4684,56,entrepreneur,married,tertiary,no,1297.0,yes,no,unknown,16,may,3,1,-1,0,unknown,no
4685,56,blue-collar,married,primary,no,8318.0,yes,no,unknown,16,may,7,2,-1,0,unknown,no
4686,56,blue-collar,married,unknown,no,22.0,yes,no,unknown,16,may,1,7,-1,0,unknown,no
4687,56,blue-collar,married,secondary,no,316.0,yes,no,unknown,19,may,0,1,-1,0,unknown,no
4688,56,blue-collar,married,secondary,no,25.0,yes,no,unknown,19,may,4,1,-1,0,unknown,no
4689,56,entrepreneur,married,tertiary,no,8741.0,yes,no,unknown,20,may,5,3,-1,0,unknown,no
4690,56,services,married,secondary,no,530.0,yes,no,unknown,20,may,0,7,-1,0,unknown,no
4691,56,admin.,married,secondary,no,3784.0,no,no,unknown,21,may,11,6,-1,0,unknown,no
4692,56,blue-collar,married,primary,no,246.0,yes,no,unknown,23,may,7,1,-1,0,unknown,no
4693,56,retired,married,secondary,no,397.0,yes,no,unknown,23,may,4,1,-1,0,unknown,no
4694,56,blue-collar,divorced,primary,no,-216.0,yes,no,unknown,26,may,5,1,-1,0,unknown,no
4695,56,blue-collar,married,primary,no,-85.0,yes,yes,unknown,26,may,1,1,-1,0,unknown,no
4696,56,technician,married,secondary,no,463.0,no,no,unknown,26,may,2,2,-1,0,unknown,no
4697,56,unemployed,married,primary,no,0.0,yes,no,unknown,26,may,4,1,-1,0,unknown,no
4698,56,retired,married,secondary,no,74.0,yes,no,unknown,26,may,2,2,-1,0,unknown,no
4699,56,blue-collar,married,primary,no,373.0,yes,no,unknown,27,may,4,1,-1,0,unknown,no
4700,56,management,divorced,tertiary,no,408.0,yes,no,unknown,27,may,4,1,-1,0,unknown,no
4701,56,retired,divorced,secondary,no,-663.0,yes,no,unknown,27,may,4,2,-1,0,unknown,no
4702,56,management,divorced,tertiary,no,-676.0,yes,yes,unknown,27,may,3,1,-1,0,unknown,no
4703,56,retired,divorced,primary,no,-154.0,yes,no,unknown,27,may,2,1,-1,0,unknown,no
4704,56,admin.,married,secondary,no,292.0,yes,no,unknown,28,may,3,9,-1,0,unknown,no
4705,56,retired,married,unknown,no,228.0,yes,no,unknown,28,may,4,1,-1,0,unknown,no
4706,56,retired,married,primary,no,-299.0,yes,no,unknown,28,may,1,1,-1,0,unknown,no
4708,56,technician,divorced,secondary,no,77.0,yes,yes,unknown,28,may,0,2,-1,0,unknown,no
4709,56,blue-collar,married,secondary,no,249.0,yes,no,unknown,29,may,13,2,-1,0,unknown,yes
4712,56,technician,married,secondary,no,589.0,yes,no,unknown,29,may,8,2,-1,0,unknown,yes
4713,56,management,married,secondary,no,0.0,yes,no,unknown,29,may,12,1,-1,0,unknown,no
4714,56,technician,married,primary,no,675.0,yes,no,unknown,29,may,2,1,-1,0,unknown,no
4715,56,blue-collar,married,primary,no,1798.0,yes,no,unknown,29,may,3,3,-1,0,unknown,no
4717,56,technician,single,secondary,no,3499.0,yes,no,unknown,29,may,4,3,-1,0,unknown,no
4719,56,management,married,tertiary,no,-45.0,yes,no,unknown,30,may,1,6,-1,0,unknown,no
4720,56,admin.,married,secondary,no,346.0,yes,yes,unknown,30,may,0,3,-1,0,unknown,no
4721,56,blue-collar,married,primary,no,186.0,yes,no,unknown,2,jun,1,4,-1,0,unknown,no
4722,56,retired,married,secondary,no,-1.0,yes,no,unknown,2,jun,0,1,-1,0,unknown,no
4723,56,admin.,divorced,primary,no,207.0,yes,no,unknown,3,jun,1,4,-1,0,unknown,no
4724,56,technician,married,secondary,no,62.0,no,yes,unknown,5,jun,4,1,-1,0,unknown,no
4725,56,retired,divorced,primary,no,0.0,no,no,unknown,5,jun,0,1,-1,0,unknown,no
4726,56,technician,married,primary,no,314.0,yes,yes,unknown,5,jun,1,1,-1,0,unknown,no
4727,56,unemployed,married,primary,no,882.0,no,no,unknown,5,jun,2,1,-1,0,unknown,no
4728,56,management,divorced,tertiary,no,41.0,no,no,unknown,5,jun,2,1,-1,0,unknown,no
4729,56,management,divorced,tertiary,no,982.0,no,no,unknown,5,jun,2,1,-1,0,unknown,no
4730,56,blue-collar,married,primary,no,206.0,no,no,unknown,5,jun,5,1,-1,0,unknown,no
4731,56,retired,married,primary,no,842.0,no,yes,unknown,5,jun,1,1,-1,0,unknown,no
4732,56,management,married,primary,no,7747.0,no,no,unknown,5,jun,1,2,-1,0,unknown,no
4734,56,retired,married,primary,no,855.0,no,no,unknown,5,jun,2,2,-1,0,unknown,no
4735,56,management,married,primary,no,0.0,no,no,unknown,5,jun,2,2,-1,0,unknown,no
4736,56,management,divorced,tertiary,no,0.0,no,no,unknown,6,jun,7,4,-1,0,unknown,no
4737,56,services,married,primary,no,444.0,yes,no,unknown,6,jun,7,1,-1,0,unknown,no
4738,56,management,married,tertiary,no,3039.0,no,no,unknown,6,jun,7,2,-1,0,unknown,no
4739,56,unknown,divorced,unknown,no,2152.0,no,no,unknown,6,jun,1,1,-1,0,unknown,no
4741,56,unemployed,divorced,secondary,no,763.0,no,no,unknown,6,jun,3,2,-1,0,unknown,no
4742,56,housemaid,divorced,tertiary,no,1059.0,no,yes,unknown,6,jun,0,2,-1,0,unknown,no
4743,56,retired,divorced,tertiary,no,2774.0,no,no,unknown,6,jun,21,3,-1,0,unknown,no
4744,56,unemployed,divorced,tertiary,no,832.0,no,no,unknown,6,jun,0,2,-1,0,unknown,no
4745,56,unemployed,married,secondary,no,660.0,yes,no,unknown,6,jun,1,3,-1,0,unknown,no
4746,56,technician,married,secondary,no,992.0,no,no,unknown,9,jun,2,1,-1,0,unknown,no
4749,56,blue-collar,married,primary,no,547.0,no,no,unknown,9,jun,1,1,-1,0,unknown,no
4750,56,management,married,secondary,no,819.0,no,no,unknown,9,jun,0,1,-1,0,unknown,no
4751,56,services,divorced,secondary,no,450.0,no,no,unknown,9,jun,0,1,-1,0,unknown,no
4752,56,management,married,primary,no,1172.0,no,no,unknown,9,jun,1,3,-1,0,unknown,no
4753,56,services,married,secondary,no,4309.0,yes,no,unknown,9,jun,7,6,-1,0,unknown,no
4755,56,blue-collar,married,primary,no,197.0,no,no,unknown,9,jun,4,2,-1,0,unknown,no
4757,56,management,divorced,primary,no,7496.0,no,no,unknown,9,jun,2,3,-1,0,unknown,no
4758,56,unknown,divorced,primary,no,558.0,no,no,unknown,11,jun,1,1,-1,0,unknown,no
4759,56,blue-collar,married,secondary,no,1210.0,no,no,unknown,11,jun,15,1,-1,0,unknown,yes
4760,56,blue-collar,married,secondary,no,0.0,no,no,unknown,11,jun,2,2,-1,0,unknown,no
4761,56,retired,married,primary,no,0.0,no,no,unknown,11,jun,3,2,-1,0,unknown,no
4762,56,housemaid,single,primary,no,1.0,no,no,unknown,11,jun,1,2,-1,0,unknown,no
4763,56,technician,married,secondary,no,225.0,yes,no,unknown,12,jun,1,12,-1,0,unknown,no
4764,56,blue-collar,divorced,primary,no,596.0,no,no,unknown,12,jun,2,1,-1,0,unknown,no
4765,56,admin.,married,secondary,no,1290.0,no,no,unknown,12,jun,4,1,-1,0,unknown,no
4766,56,self-employed,married,secondary,no,1113.0,no,no,unknown,12,jun,2,1,-1,0,unknown,no
4767,56,blue-collar,married,secondary,no,2190.0,no,yes,unknown,12,jun,4,1,-1,0,unknown,no
4768,56,retired,married,primary,no,133.0,no,yes,unknown,12,jun,5,2,-1,0,unknown,no
4769,56,technician,married,secondary,no,654.0,yes,yes,unknown,16,jun,1,2,-1,0,unknown,no
4770,56,housemaid,married,primary,no,657.0,no,no,unknown,16,jun,3,2,-1,0,unknown,no
4771,56,retired,married,tertiary,no,3708.0,no,no,unknown,16,jun,3,2,-1,0,unknown,no
4772,56,admin.,single,secondary,no,-13.0,no,no,unknown,16,jun,0,3,-1,0,unknown,no
4773,56,entrepreneur,married,secondary,no,535.0,yes,yes,unknown,16,jun,5,4,-1,0,unknown,no
4775,56,blue-collar,married,primary,no,1046.0,no,yes,unknown,17,jun,5,13,-1,0,unknown,no
4776,56,retired,divorced,secondary,no,4.0,no,no,unknown,17,jun,2,1,-1,0,unknown,no
4777,56,blue-collar,married,primary,no,0.0,no,no,unknown,17,jun,1,2,-1,0,unknown,no
4778,56,management,divorced,secondary,no,278.0,yes,no,unknown,17,jun,4,1,-1,0,unknown,no
4779,56,management,divorced,tertiary,no,4266.0,yes,no,unknown,17,jun,8,4,-1,0,unknown,yes
4780,56,entrepreneur,divorced,tertiary,no,22946.0,no,no,unknown,17,jun,1,3,-1,0,unknown,no
4781,56,blue-collar,married,secondary,no,2409.0,no,no,unknown,17,jun,2,2,-1,0,unknown,no
4782,56,retired,married,primary,no,1126.0,no,no,unknown,17,jun,0,3,-1,0,unknown,no
4783,56,blue-collar,married,primary,no,288.0,no,no,unknown,17,jun,9,3,-1,0,unknown,no
4784,56,blue-collar,married,secondary,no,3760.0,no,no,unknown,18,jun,4,3,-1,0,unknown,no
4785,56,entrepreneur,single,unknown,no,2351.0,no,no,unknown,18,jun,0,1,-1,0,unknown,no
4786,56,retired,divorced,secondary,no,389.0,yes,no,unknown,18,jun,6,5,-1,0,unknown,no
4787,56,services,married,unknown,no,616.0,no,no,unknown,18,jun,30,1,-1,0,unknown,no
4788,56,entrepreneur,married,tertiary,no,773.0,no,no,unknown,18,jun,5,1,-1,0,unknown,no
4789,56,blue-collar,divorced,secondary,no,486.0,yes,no,unknown,18,jun,9,4,-1,0,unknown,no
4791,56,technician,married,tertiary,no,1663.0,no,no,unknown,19,jun,0,1,-1,0,unknown,no
4792,56,admin.,married,secondary,no,6005.0,yes,no,unknown,19,jun,0,6,-1,0,unknown,no
4793,56,retired,married,secondary,yes,101.0,no,yes,unknown,19,jun,5,1,-1,0,unknown,no
4794,56,blue-collar,married,secondary,no,771.0,yes,yes,unknown,19,jun,4,1,-1,0,unknown,no
4795,56,unemployed,married,secondary,no,216.0,no,no,unknown,19,jun,1,1,-1,0,unknown,no
4796,56,self-employed,married,tertiary,no,411.0,no,no,unknown,19,jun,2,4,-1,0,unknown,no
4797,56,admin.,married,secondary,no,5310.0,no,no,unknown,19,jun,1,1,-1,0,unknown,no
4798,56,technician,married,secondary,no,2558.0,no,no,unknown,19,jun,4,1,-1,0,unknown,no
4799,56,technician,married,tertiary,no,1062.0,no,no,unknown,20,jun,0,2,-1,0,unknown,no
4800,56,management,divorced,tertiary,yes,-1968.0,no,no,unknown,20,jun,1,3,-1,0,unknown,no
4801,56,unemployed,divorced,primary,no,438.0,no,no,unknown,20,jun,2,2,-1,0,unknown,no
4802,56,technician,married,tertiary,no,52.0,no,no,unknown,20,jun,3,3,-1,0,unknown,no
4803,56,services,married,secondary,no,1860.0,yes,no,unknown,20,jun,2,5,-1,0,unknown,no
4804,56,blue-collar,married,secondary,no,337.0,yes,no,unknown,20,jun,1,2,-1,0,unknown,no
4805,56,blue-collar,married,primary,no,770.0,yes,no,unknown,20,jun,0,3,-1,0,unknown,no
4806,56,entrepreneur,divorced,primary,no,3.0,no,no,unknown,20,jun,1,1,-1,0,unknown,no
4807,56,retired,single,secondary,no,4365.0,no,no,unknown,20,jun,6,1,-1,0,unknown,no
4808,56,management,divorced,tertiary,no,310.0,no,no,unknown,20,jun,1,4,-1,0,unknown,no
4809,56,management,married,tertiary,no,0.0,no,yes,unknown,20,jun,7,1,-1,0,unknown,yes
4810,56,retired,married,secondary,no,878.0,no,no,unknown,20,jun,2,3,-1,0,unknown,no
4811,56,management,married,secondary,no,3164.0,no,no,unknown,20,jun,4,3,-1,0,unknown,no
4812,56,blue-collar,married,unknown,no,665.0,yes,no,unknown,20,jun,1,2,-1,0,unknown,no
4814,56,self-employed,married,secondary,no,549.0,no,yes,unknown,20,jun,3,2,-1,0,unknown,no
4815,56,retired,married,secondary,no,5879.0,no,no,unknown,20,jun,3,3,-1,0,unknown,no
